season,circuitId,circuitName,lat,long,country,url
2021,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2021,hungaroring,Hungaroring,47.5789,19.2486,Hungary,http://en.wikipedia.org/wiki/Hungaroring
2021,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2021,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2021,istanbul,Istanbul Park,40.9517,29.405,Turkey,http://en.wikipedia.org/wiki/Istanbul_Park
2021,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Saudi Arabia,http://en.wikipedia.org/wiki/Jeddah_Street_Circuit
2021,losail,Losail International Circuit,25.49,51.4542,Qatar,http://en.wikipedia.org/wiki/Losail_International_Circuit
2021,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2021,monza,Autodromo Nazionale di Monza,45.6156,9.28111,Italy,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2021,portimao,Autódromo Internacional do Algarve,37.227,-8.6267,Portugal,http://en.wikipedia.org/wiki/Algarve_International_Circuit
2021,red_bull_ring,Red Bull Ring,47.2197,14.7647,Austria,http://en.wikipedia.org/wiki/Red_Bull_Ring
2021,ricard,Circuit Paul Ricard,43.2506,5.79167,France,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
2021,rodriguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
2021,silverstone,Silverstone Circuit,52.0786,-1.01694,UK,http://en.wikipedia.org/wiki/Silverstone_Circuit
2021,sochi,Sochi Autodrom,43.4057,39.9578,Russia,http://en.wikipedia.org/wiki/Sochi_Autodrom
2021,spa,Circuit de Spa-Francorchamps,50.4372,5.97139,Belgium,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2021,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
2021,zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Netherlands,http://en.wikipedia.org/wiki/Circuit_Zandvoort
2022,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Australia,http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit
2022,americas,Circuit of the Americas,30.1328,-97.6411,USA,http://en.wikipedia.org/wiki/Circuit_of_the_Americas
2022,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,http://en.wikipedia.org/wiki/Bahrain_International_Circuit
2022,baku,Baku City Circuit,40.3725,49.8533,Azerbaijan,http://en.wikipedia.org/wiki/Baku_City_Circuit
2022,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya
2022,hungaroring,Hungaroring,47.5789,19.2486,Hungary,http://en.wikipedia.org/wiki/Hungaroring
2022,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari
2022,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace
2022,jeddah,Jeddah Corniche Circuit,21.6319,39.1044,Saudi Arabia,http://en.wikipedia.org/wiki/Jeddah_Street_Circuit
2022,marina_bay,Marina Bay Street Circuit,1.2914,103.864,Singapore,http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit
2022,miami,Miami International Autodrome,25.9581,-80.2389,USA,http://en.wikipedia.org/wiki/Miami_International_Autodrome
2022,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco
2022,monza,Autodromo Nazionale di Monza,45.6156,9.28111,Italy,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza
2022,red_bull_ring,Red Bull Ring,47.2197,14.7647,Austria,http://en.wikipedia.org/wiki/Red_Bull_Ring
2022,ricard,Circuit Paul Ricard,43.2506,5.79167,France,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit
2022,rodriguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez
2022,silverstone,Silverstone Circuit,52.0786,-1.01694,UK,http://en.wikipedia.org/wiki/Silverstone_Circuit
2022,spa,Circuit de Spa-Francorchamps,50.4372,5.97139,Belgium,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps
2022,suzuka,Suzuka Circuit,34.8431,136.541,Japan,http://en.wikipedia.org/wiki/Suzuka_Circuit
2022,villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Canada,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve
2022,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,http://en.wikipedia.org/wiki/Yas_Marina_Circuit
2022,zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Netherlands,http://en.wikipedia.org/wiki/Circuit_Zandvoort
